entry_id,is_relevant,feas_pa,feas_ka,feas_cr,feas_sr
4,No,,,,
9,Yes,1,1,3,1
14,No,,,,
19,Yes,3,4,4,1
24,No,,,,
29,Yes,1,1,1,2
34,Yes,1,1,1,1
39,No,,,,
44,Yes,1,1,1,1
49,No,,,,
54,Yes,1,1,1,2
59,Yes,1,1,1,1
64,No,,,,
69,Yes,3,1,1,1
74,Yes,2,1,1,4
79,Yes,3,1,1,1
84,No,,,,
89,Yes,1,1,4,1
94,No,,,,
99,Yes,2,1,1,2
104,Yes,4,4,1,1
109,No,,,,
114,Yes,2,1,1,1
119,No,,,,
124,No,,,,
129,Yes,4,1,1,1
134,Yes,1,1,3,1
139,Yes,1,1,1,1
144,No,,,,
149,Yes,2,2,4,1
154,No,,,,
159,No,,,,
164,Yes,1,1,5,1
169,Yes,1,1,5,5
174,No,,,,
179,No,,,,
184,No,,,,
189,Yes,1,1,1,1
194,Yes,2,1,1,1
199,Yes,1,4,3,1
204,Yes,1,1,1,1
209,No,,,,
214,No,,,,
219,Yes,2,4,3,1
224,Yes,1,1,3,1
229,No,,,,
234,No,,,,
239,No,,,,
244,Yes,1,1,1,1
249,Yes,1,1,1,1
254,No,,,,
259,No,,,,
264,Yes,1,1,1,1
269,No,,,,
274,Yes,1,1,2,1
279,No,,,,
284,No,,,,
289,No,,,,
294,Yes,1,2,1,3
299,No,,,,
304,No,,,,
309,Yes,5,1,1,1
314,Yes,1,1,1,1
319,Yes,1,2,1,1
324,No,,,,
329,No,,,,
334,Yes,2,1,2,1
339,Yes,3,3,1,1
344,Yes,1,1,4,4
349,Yes,1,1,4,1
354,No,,,,
359,Yes,4,1,1,1
364,Yes,5,1,2,1
369,Yes,5,1,1,1
374,No,,,,
379,Yes,4,3,1,1
384,No,,,,
389,Yes,1,1,1,1
394,No,,,,
399,No,,,,
404,No,,,,
409,Yes,1,3,1,1
414,No,,,,
419,Yes,5,1,1,1
424,No,,,,
429,Yes,1,1,5,1
434,No,,,,
439,Yes,1,1,5,1
444,Yes,1,4,1,1
449,No,,,,
454,Yes,5,1,5,1
459,No,,,,
464,No,,,,
469,No,,,,
474,No,,,,
479,Yes,4,1,1,1
484,No,,,,
489,No,,,,
494,No,,,,
499,Yes,5,1,1,1
504,Yes,5,1,1,1
509,Yes,2,2,1,1
514,No,,,,
519,No,,,,
524,Yes,1,1,1,1
529,Yes,4,1,1,1
534,No,,,,
539,Yes,1,1,3,1
544,No,,,,
549,No,,,,
554,Yes,5,4,1,1
559,Yes,4,4,1,1
564,Yes,3,1,1,1
569,Yes,5,1,1,1
574,Yes,1,1,1,1
579,Yes,4,1,1,1
584,Yes,1,1,1,1
589,Yes,4,3,1,1
594,No,,,,
599,Yes,3,1,4,1
604,No,,,,
609,No,,,,
614,Yes,4,1,1,1
619,No,,,,
624,Yes,5,1,5,1
629,Yes,4,4,1,1
634,Yes,4,1,1,1
639,Yes,1,1,4,1
644,No,,,,
649,No,,,,
654,Yes,1,1,4,1
659,Yes,1,1,1,1
664,Yes,1,1,1,1
669,Yes,1,1,4,1
674,Yes,3,1,1,1
679,Yes,1,1,4,1
684,No,,,,
689,Yes,3,3,4,1
694,No,,,,
699,No,,,,
704,No,,,,
709,Yes,1,4,1,1
714,No,,,,
719,No,,,,
724,Yes,1,1,2,1
729,No,,,,
734,No,,,,
739,No,,,,
744,No,,,,
749,No,,,,
754,No,,,,
759,Yes,1,1,2,1
764,Yes,3,1,1,1
769,Yes,1,1,5,1
774,No,,,,
779,Yes,1,1,1,1
784,No,,,,
789,No,,,,
794,No,,,,
799,No,,,,
804,Yes,1,1,1,1
809,Yes,1,1,1,1
814,No,,,,
819,Yes,4,1,1,1
824,No,,,,
829,No,,,,
834,Yes,5,1,1,1
839,No,,,,
844,No,,,,
849,Yes,1,1,1,1
854,Yes,1,1,1,1
859,Yes,3,1,1,1
864,No,,,,
869,No,,,,
874,No,,,,
879,Yes,5,1,1,4
884,Yes,4,1,1,1
889,Yes,1,1,1,1
894,No,,,,
899,Yes,1,1,1,1
904,Yes,1,1,1,1
909,Yes,1,1,5,1
914,Yes,1,1,1,1
919,No,,,,
924,Yes,5,1,1,1
929,No,,,,
934,No,,,,
939,No,,,,
944,No,,,,
949,Yes,1,1,1,2
954,Yes,4,1,1,1
959,No,,,,
964,Yes,1,1,1,1
969,No,,,,
974,Yes,4,1,1,1
979,Yes,4,1,1,1
984,Yes,1,4,1,1
989,No,,,,
994,No,,,,
999,No,,,,
1004,No,,,,
1009,Yes,1,1,1,1
1014,Yes,3,3,1,1
1019,No,,,,
1024,Yes,1,1,2,1
1029,Yes,1,1,5,1
1034,Yes,3,1,1,1
1039,Yes,1,1,5,1
1044,Yes,1,3,1,1
1049,No,,,,
1054,No,,,,
1059,Yes,1,1,1,1
1064,No,,,,
1069,No,,,,
1074,Yes,1,1,1,1
1079,No,,,,
1084,No,,,,
1089,No,,,,
1094,Yes,5,1,1,1
1099,No,,,,
1104,Yes,5,1,5,1
1109,Yes,1,1,1,1
1114,Yes,1,1,5,1
1119,Yes,1,1,1,1
1124,Yes,1,1,4,1
1129,Yes,3,1,1,1
1134,No,,,,
1139,Yes,1,1,1,1
