entry_id,is_relevant,feas_pa,feas_ka,feas_cr,feas_sr
4,No,,,,
9,No,,,,
14,No,,,,
19,Yes,5,5,5,1
24,No,,,,
29,Yes,1,1,1,2
34,No,,,,
39,No,,,,
44,No,,,,
49,No,,,,
54,Yes,1,1,4,1
59,No,,,,
64,No,,,,
69,No,,,,
74,No,,,,
79,Yes,1,1,1,1
84,No,,,,
89,Yes,1,1,1,1
94,No,,,,
99,Yes,1,1,1,1
104,Yes,1,1,1,1
109,No,,,,
114,No,,,,
119,No,,,,
124,No,,,,
129,No,,,,
134,No,,,,
139,No,,,,
144,No,,,,
149,No,,,,
154,No,,,,
159,No,,,,
164,Yes,1,1,1,1
169,Yes,1,1,1,3
174,No,,,,
179,No,,,,
184,No,,,,
189,Yes,,,,
194,Yes,,,,
199,Yes,1,1,3,2
204,No,,,,
209,No,,,,
214,No,,,,
219,Yes,1,1,1,1
224,No,,,,
229,No,,,,
234,No,,,,
239,No,,,,
244,Yes,,,,
249,Yes,,,,
254,No,,,,
259,No,,,,
264,No,,,,
269,No,,,,
274,No,,,,
279,No,,,,
284,No,,,,
289,No,,,,
294,No,,,,
299,No,,,,
304,No,,,,
309,No,,,,
314,Yes,,,,
319,No,,,,
324,No,,,,
329,No,,,,
334,No,,,,
339,Yes,2,1,1,1
344,No,,,,
349,No,,,,
354,No,,,,
359,No,,,,
364,Yes,4,4,1,1
369,Yes,5,1,1,1
374,No,,,,
379,No,,,,
384,No,,,,
389,Yes,,,,
394,No,,,,
399,No,,,,
404,No,,,,
409,Yes,,,,
414,No,,,,
419,No,,,,
424,No,,,,
429,No,,,,
434,No,,,,
439,No,,,,
444,No,,,,
449,No,,,,
454,Yes,5,1,1,1
459,Yes,,,,
464,No,,,,
469,No,,,,
474,No,,,,
479,No,,,,
484,No,,,,
489,No,,,,
494,Yes,,,,
499,No,,,,
504,Yes,5,5,1,1
509,No,,,,
514,No,,,,
519,No,,,,
524,No,,,,
529,Yes,1,1,1,2
534,No,,,,
539,No,,,,
544,No,,,,
549,No,,,,
554,Yes,5,5,1,1
559,No,,,,
564,No,,,,
569,No,,,,
574,No,,,,
579,No,,,,
584,No,,,,
589,No,,,,
594,No,,,,
599,Yes,1,2,1,1
604,No,,,,
609,No,,,,
614,No,,,,
619,No,,,,
624,Yes,1,1,5,1
629,Yes,4,3,3,1
634,Yes,4,4,1,1
639,No,,,,
644,No,,,,
649,No,,,,
654,No,,,,
659,No,,,,
664,No,,,,
669,No,,,,
674,Yes,,,,
679,No,,,,
684,No,,,,
689,No,,,,
694,Yes,1,2,1,3
699,No,,,,
704,No,,,,
709,No,,,,
714,No,,,,
719,No,,,,
724,No,,,,
729,No,,,,
734,No,,,,
739,No,,,,
744,No,,,,
749,No,,,,
754,No,,,,
759,Yes,1,1,5,1
764,Yes,4,2,1,1
769,Yes,1,1,5,1
774,No,,,,
779,No,,,,
784,No,,,,
789,No,,,,
794,No,,,,
799,No,,,,
804,,,,,
809,No,,,,
814,,,,,
819,No,,,,
824,No,,,,
829,No,,,,
834,Yes,1,1,4,1
839,No,,,,
844,No,,,,
849,No,,,,
854,Yes,4,4,1,1
859,No,,,,
864,No,,,,
869,Yes,,,,
874,No,,,,
879,,,,,
884,No,,,,
889,,,,,
894,No,,,,
899,Yes,1,5,5,1
904,No,,,,
909,No,,,,
914,No,,,,
919,No,,,,
924,Yes,1,1,5,1
929,No,,,,
934,No,,,,
939,No,,,,
944,No,,,,
949,,,,,
954,,,,,
959,Yes,,,,
964,,,,,
969,No,,,,
974,No,,,,
979,No,,,,
984,No,,,,
989,Yes,1,4,1,1
994,No,,,,
999,No,,,,
1004,,,,,
1009,Yes,,,,
1014,No,,,,
1019,No,,,,
1024,Yes,,,,
1029,Yes,,,,
1034,No,,,,
1039,No,,,,
1044,Yes,,,3,
1049,No,,,,
1054,No,,,,
1059,No,,,,
1064,No,,,,
1069,No,,,,
1074,No,,,,
1079,No,,,,
1084,No,,,,
1089,No,,,,
1094,No,,,,
1099,No,,,,
1104,,,,,
1109,,,,,
1114,Yes,1,1,5,1
1119,,,,,
1124,No,,,,
1129,No,,,,
1134,No,,,,
1139,No,,,,
1144,No,,,,
1149,No,,,,
1154,,,,,
1159,,,,,
1164,No,,,,
1169,,,,,
1174,No,,,,
1179,,,,,
2,No,,,,
10,Yes,,,3,
17,No,,,,
25,No,,,,
32,No,,,,
40,No,,,,
47,Yes,,,3,3
55,No,,,,
62,No,,,,
70,Yes,,,,
77,Yes,,,,
85,No,,,,
92,No,,,,
100,Yes,,,4,
107,No,,,,
115,No,,,,
122,,,,,
130,No,,,,
137,No,,,,
145,No,,,,
152,No,,,,
160,No,,,,
167,Yes,,,,
175,No,,,,
182,No,,,,
190,Yes,,2,,
197,No,,,,
205,Yes,,,,
212,No,,,,
220,Yes,,,,
227,Yes,1,1,5,1
235,No,,,,
242,No,,,,
250,No,,,,
257,Yes,5,5,3,
265,No,,,,
272,Yes,,,,
280,No,,,,
287,No,,,,
295,No,,,,
302,No,,,,
310,No,,,,
317,No,,,,
325,No,,,,
332,No,,,,
340,No,,,,
347,No,,,,
355,No,,,,
362,Yes,4,4,,
370,No,,,,
377,No,,,,
385,Yes,,,5,
392,No,,,,
400,No,,,,
407,No,,,,
415,No,,,,
422,No,,,,
430,No,,,,
437,No,,,,
445,Yes,,,5,
452,No,,,,
460,No,,,,
467,No,,,,
475,No,,,,
482,No,,,,
490,Yes,1,1,2,1
497,No,,,,
505,No,,,,
512,No,,,,
520,No,,,,
527,,,,,
535,Yes,3,3,1,1
542,,,,,
550,,,,,
557,No,,,,
565,No,,,,
572,No,,,,
580,No,,,,
587,,,,,
595,,,,,
602,No,,,,
610,No,,,,
617,,,,,
625,No,,,,
632,,,,,
640,No,,,,
647,No,,,,
655,,,,,
662,No,,,,
670,No,,,,
677,,,,,
685,,,,,
692,Yes,,,,
700,,,,,
707,,,,,
715,No,,,,
722,No,,,,
730,No,,,,
737,No,,,,
745,,,,,
752,Yes,,,,
760,No,,,,
767,,,,,
775,No,,,,
782,Yes,,,5,
790,No,,,,
797,Yes,,,5,
805,No,,,,
812,Yes,,,,
820,No,,,,
827,Yes,1,1,2,1
835,No,,,,
842,No,,,,
850,Yes,,,,
857,Yes,,,,
865,No,,,,
872,No,,,,
880,Yes,,,,
887,,,,,
895,No,,,,
902,No,,,,
910,No,,,,
917,No,,,,
925,,,,,
932,No,,,,
940,,,,,
947,No,,,,
955,No,,,,
962,,,,,
970,No,,,,
977,No,,,,
985,No,,,,
992,No,,,,
1000,Yes,,,3,
1007,,,,,
1015,,,,,
1022,,,,,
1030,No,,,,
1037,No,,,,
1045,No,,,,
1052,No,,,,
1060,,,,,
1067,,,,,
1075,No,,,,
1082,No,,,,
1090,No,,,,
1097,No,,,,
1105,Yes,1,1,4,3
1112,No,,,,
1120,Yes,,,,
1127,No,,,,
1135,No,,,,
1142,No,,,,
1150,No,,,,
1157,,,,,
1165,No,,,,
1172,,,,,
1180,,,,,
